title	topic	code
#NoTimeToDie was wack and boring af yeah ending abit sad but that was terrible 😂	R	N
"Madeleine Swann (Léa Seydoux) wears a Sézane Will jacket in No Time To Die.
Read more at https://t.co/Dvkq2kvvz6
On… https://t.co/Jg7gEg9zKM"	A	-
"Top 10 #iTunes Movies - Tues. Nov 23

#1: #VenomLetThereBeCarnage    
#2: #NoTimeToDie 
#3: #FreeGuy
#4: #OldHenry… https://t.co/s2BkxCjSe5"	B	-
"How they filmed one of the best scenes from one of the best Bond films —  No Time To Die — ever made … #movies,… https://t.co/hbzEsrTkQz"	O	-
Will #NoTimeToDie Lose MGM $100 Million? Studio Says Reports Are ‘Unfounded’ and ‘Not True’ https://t.co/vkMjHat2IB https://t.co/uaV8wzc2Xy	B	-
"This happened today 

Blooming epic #NoTimeToDie https://t.co/z6S1i9LHwD"	O	-
Behind the scenes from #NoTimeToDie https://t.co/cD0UH1nsCS	O	-
No Time To Die with Daniel Craig broke the 2020-2021 box office record 🤑 #NoTimeToDie #DanielCraig #jamesbond Full… https://t.co/GTAih0TFcZ	B	P
"#NoTimeToDie

Quite good as far as vanilla action flicks go.

But calling it a Bond film is a stretch.

Hardly surp… https://t.co/yMqZpeHZFy"	O	-
I've watched #NoTimeToDie car scene 3 times now and I still can't understand why Jaguar Land Rover provided cars to… https://t.co/XIUZqjLoFE	R	-
#NoTimeToDie is basically an action-packed Range Rover commercial. 😭	R	N
@007 When they asked for #007. It wasn't Bond. I don't knowwww. #NoTimeToDie	R	N
Guess who cried like a baby again 😭 #NoTimeToDie	R	P
"NEW BLOG | #NoTimeToDie has proven to be a divisive #JamesBond film amongst fans, but how faithful to Ian Fleming's… https://t.co/Fqu1Ct5dj7"	F	-
"Despite grossing nearly three quarters of a billion dollars, #NoTimeToDie may lead to MGM losing $100 million.   https://t.co/iTERSvk54K"	B	N
"End of an era 

#NoTimeToDie 
#DanielCraig  
#JamesBond"	R	-
"Time to prepare the 2021 Christmas Special!

Send in your 5 minute (or less) mp3 mini NTTD reviews to thejamesbondc… https://t.co/UrOTiUEt4U"	O	-
"I'm at the cinema to watch #NoTimeToDie ! 

Who has seen it and thoughts? I'll discuss after movie."	O	P
"Bond in suspenders &amp; with a slight belly.

There's hope for us yet.

#NoTimeToDie https://t.co/sMhGtL5xLg"	O	-
"What a way to end Daniel Craig's James Bond. Amazing. 

#NoTimeToDie"	R	P
The new Orlebar Brown mailer has an interview with #NoTimeToDie director Cary Fukunaga https://t.co/aa6IfwDFFf	F	-
@HUBCITYMILLER We are EXACTLY on the same page. I've got #NoTimeToDie at #14 as well. https://t.co/fIAUeJjNMq	R	P
Bond hunting in the woods is quite possibly my favourite sequence from #NoTimeToDie https://t.co/MFz3386icA	R	P
"Now playing ONLY IN THEATERS here at the Auburn Movieplex are #Encanto, #HouseOfGucci and… https://t.co/kWXiNAaP8M"	B	-
"In praise of the costume choices for #DanielCraig in #NoTimeToDie 3/3
• Perhaps most interesting of all, though, ar… https://t.co/5pDMUqt8lt"	R	P
"In praise of the costume choices for #DanielCraig in #NoTimeToDie 2/3
• And when he bows out at the end, he's dress… https://t.co/aZLVRQRX71"	R	P
"In praise of the costume choices for #DanielCraig in #NoTimeToDie 1/3
• When we first see him in the present day,… https://t.co/Hsj6gJt3Gv"	R	P
"#NoTimeToDie - With a total global gross of $734.39m, it has emerged as the top grossing Hollywood film in 2021 til… https://t.co/lybLRXmyIB"	B	P
Thank you so much #DanielCraig ! The energy and strength you bring to @007 is incredible! You and @PierceBrosnan ar… https://t.co/Bc2V5d1ysH	A	P
"When you tell your mom that you broke your buddy's nose at school... 

#DanielCraig #NoTimeToDie #RamiMalek https://t.co/Ssl3j2h1XA"	O	-
"#NoTimeToDie collected an overall figure of $730 million in global ticket sales, making it the year’s highest-gross… https://t.co/3ZqWf7o97y"	B	-
"Audiences ain’t afraid of no nostalgia bait, King Richard hits the net, and Other News, in our weekly BOX OFFICE RE… https://t.co/ZylsT683Mb"	B	-
I need a car like for James in #NoTimeToDie 🔥	R	P
Miller's Ranking #NoTimeToDie sits at #14 https://t.co/oqWYgixOLY	B	-
"Just watched the new #JamesBond

The film is brilliant. The direction and cinematography - incredible. Daniel Craig… https://t.co/P53FgnpBQ0"	R	-
"James Bond ready...! #ISAIDIT 😜
#JAMESBOND #007 #NOTIMETODIE https://t.co/y4I0XLlDfm"	R	P
Where do you have #NoTimeToDie in your ALL-TIME #JamesBond rankings	B	-
One of the screen graphics I designed for #NoTimeToDie  That's some of my actual DNA in raw data format including s… https://t.co/ujFv0dyBzv	O	-
"#NoTimeToDie  is an entertaining movie.
It has everything you’d expect from a bond movie, neat performances, stunni… https://t.co/P23bURMftn"	R	P
"So we are going to have a new 007, unless he took those missiles like he took that C4 in the begging of the movie.
#NoTimeToDie"	R	-
"- No Time to Die (2021)
Director: Cary Joji Fukunaga
.
.
#notimetodie #hollywood #hollywoodmovie #hollywoodmovies… https://t.co/e2paBEk82Z"	O	-
#NoTimeToDie was a shitty finale to one of the best Bonds in the franchise’s history. Story is weak AF and paper th… https://t.co/Kf1w87Tb8l	R	N
"Time to watch the latest Bond movie: No Time To Die.

I hope it'd be worth it.

#007 #NoTimeToDie #JamesBond"	O	-
"Whether or not #NoTimeToDie is on track to lose $100 million, it’s pretty clear big budget films are at high risk o… https://t.co/1zDpSYWNwQ"	B	N
Also in Germany #notimetodie is going to be available via Amazon Prime very soon. Home release start is scheduled h… https://t.co/KIuZ7GAwVB	O	-
"One more artwork of Safin because I just couldnt help it! 
I Love this character! &lt;3 

#lyutsifersafin #NoTimeToDie… https://t.co/bveUBHnxww"	F	P
Movie premiere let's goo~ 🍿 #NoTimeToDie #JamesBond https://t.co/9aFkn355jf	R	P
"No time to waste! You've got one last chance to win a piece of the #NoTimeToDie film set. To enter, share your best… https://t.co/7ApGklynem"	O	-
"UK #BoxOffice : 19-21 Nov '21

- #NoTimetoDie is now the 4th highest-grossing film release in UKBO history, surpass… https://t.co/rtaMEZacpx"	B	-
Need a new episode of a podcast to listen to on this Holiday week? We got you! Listen to the latest episode of The… https://t.co/Ay3wmz0dPj	F	-
Need a new episode of a podcast to listen to on this Holiday week? We got you! Listen to the latest episode of The… https://t.co/CEdvjR6EBj	F	-
Ok I’m going to stick my neck out and say I think Daniel Craig has done a huge disservice to a franchise i have liv… https://t.co/ydVUdilsXN	A	N
"#DanielCraig's #NoTimeToDie continues to rule #Hollywood box office 

https://t.co/ybwoRoV0h9"	A	P
"Aston Martin V8 Vantage

Tune in to our walk around design review on the #AstonMartin SP10 V8 #Vantage at Klaas &amp; T… https://t.co/858YdR84oG"	O	-
damn that ending was so harsh #NoTimeToDie	R	N
i am looking RESPECTFULLY at james in the fishing boat scene 👀👀 #NoTimeToDie	R	P
#WowzaWednesday is back - exclusive to Nu Metro (select cinemas)! #TOMORROW is the day when we slash our movie tick… https://t.co/krx6NftR5a	O	-
Just watched #NoTimeToDie and imma be full honest. I have never ever seen any other #jamesbond movie in my life. Th… https://t.co/5SrTyLJtr3	R	P
"@FCBarcelona No Time To Be Eliminated 🔵🤙🏽🔴

#NoTimeToDie"	O	-
"FC Barcelone vs Benfica, notre match de survie en Ligue des champions...
""No Time To Be Eliminated"" 😎

#NoTimeToDie #UCL #FCBBEN"	O	-
"THE WEEKEND'S BOX OFFICE GROSSES: 

1 - #Ghostbusters: Afterlife - £4.3m
2 - #Eternals - £1.2m
3 - #NoTimeToDie - £… https://t.co/OkiIHYerzH"	B	-
"THE TOP 5 FILMS IN THE UK &amp; IRELAND THIS WEEKEND: 
1 - #Ghostbusters: Afterlife 
2 - #Eternals
3 - #NoTimeToDie 
4… https://t.co/4tTDIGHVRK"	B	-
"MONDAY'S TOP 5 FILMS FOR THE UK &amp; IRELAND:

1 - #Ghostbusters: Afterlife  
2 - #Eternals
3 - #NoTimeToDie 
4 - #Dune 
5 - #KingRichard"	B	-
Ridley Scott's #TheLastDuel is trending but not for the right reasons. Unfortunately it was released same time as… https://t.co/1m7nCuAKYX	O	N
"ICYMI: 

'Ghostbusters: Afterlife' tops UK-Ireland box office on opening

#Dune sets Denis Villeneuve record… https://t.co/8dkwgULz7H"	O	-
"Those still yet to see #NoTimeToDie 

Highly recommend re-visiting the Daniel Craig entries in order to fully captu… https://t.co/t5HQtXG6Xe"	O	-
"@JamesBondde There are two more 😂.

If I have to rank below Daniel Kleinman/Maurice Binder/MK12 templates (inside o… https://t.co/ReFzzWDJb7"	O	-
"@BondWrong Ahh, I always knew that's the scene Madeleine was talking about in SPECTRE! #JamesBond #NoTimeToDie 😉"	C	-
"No time to waste! You've got one last chance to win a piece of the #NoTimeToDie film set. To enter, share your best… https://t.co/ya0O00YVzT"	O	-
Our interview with brilliant #JamesBond stunt driver Mark Higgins (@Mhigginsrally) is now on Youtube. It was record… https://t.co/lolLrn0j25	A	P
😎it's almost as if they couldn't decide themselves... ;) wow that's really hard... 😁 each one is special!… https://t.co/XqseTv2dOu	C	P
"Has #notimetodie left you craving more #jamesbond action? We've got you covered! 

From the original books, to an I… https://t.co/MpX3hXFwNj"	O	P
I love a drive in the country #NoTimeToDie https://t.co/IFs2TpVXkc	O	P
"James, Do Something please.
#NoTimeToDie https://t.co/YBwC6Equob"	R	-
No Time To Die / Scarlett Kirwan https://t.co/PKpSjfSxIH #NewMusic #music #NewSingle @007 @JB007_news @billieeilish… https://t.co/wGsKfnvbIV	O	-
#NoTimeToDie - Good one... Might not be a perfect farewell for Craig bond movies nevertheless a good watch 🔥	R	P
＊＊＊ Many thanks to all our Supporting Artists who worked on #NoTimeToDie ＊＊＊   - Next James Bond: Idris Elba 'in ta… https://t.co/vJphbuWIHj	O	P
"We work closely with Spirit Yachts to deliver the highest quality finish, including the Spirit 54 shown in Casino R… https://t.co/ECyPQGIa53"	O	-
"Variety: MGM clearly isn’t conceding that #NoTimetoDie is a financial disappointment, but their contention is dispu… https://t.co/D5DJboUThH"	B	N
I have problem with the very long running time &amp; overstuff storytelling of this one. And good actors like Waltz &amp; M… https://t.co/XcZCPSydoy	R	N
"@FilmCodex @Ghostbusters @SonyPictures Dare I say it????  As a lifelong Bond fan, I liked #NoTimeToDie 

However… https://t.co/IGJllkTi6x"	R	P
"007: Is there a way to get rid of these nanobots? They itch.
Q: No! They're basically like herpes.
007: What about… https://t.co/ikKfuG04l2"	R	N
"Finally watched #NoTimeToDie 

I am still so in love with Léa Seydoux."	O	-
Walk like a Champion 🎶🎵 #NoTimeToDie	R	P
Just watched James bond no time to die and man glorious as usual! #JamesBond #NoTimeToDie	R	P
Check out the latest #3FNpod on @GoodpodsHQ! We #Review #GhostbustersAfterlife and discuss #SpiderMan #NoWayHome… https://t.co/C5WKn0SFjz	O	-
25 minutes in and..#NoTimeToDie https://t.co/t2LXU0dtEl	R	P
"(IMPERS. AS #GORILLA_MONSOON): It certainly is, @gpn901/@liv_reigns/@PappyMalcolm/@pickett_shaun/@RebsiSings/… https://t.co/0Ir73aFBSF"	O	-
@MissMarleyMayx That was quite the dress. Watched it the other day and it definitely caught my attention #NoTimeToDie	A	P
"What is your favourite scene from a movie released this year?

THE ENTIRE BLOODY ONER #NoTimeToDie… https://t.co/CBdgb7lQSZ"	O	-
"The function of man is to live, not to exist. I shall not waste my days trying to prolong them. I shall use my time. #NoTimeToDie"	O	-
Watching #NoTimeToDie Let's see what Cary has come up with.	R	-
"#NoTimeToDie is a pandemic record breaker, but that doesn't mean it’s profitable. According to a report, the film i… https://t.co/Px5FWMY7x2"	B	N
"Open letter to anyone who talks above a whisper in any movie theater anywhere:

Why?

Sincerely, me, who saw… https://t.co/hudkTPhwx7"	O	N
"Now watching No Time To Die.
#007 #NoTimeToDie https://t.co/FcPZRExUda"	O	-
"Just took my dad to go see #NoTimeToDie for his birthday. 

Almost every weekend when I was a kid he would take my… https://t.co/V9SuQvXjFw"	O	-
Watching movie in theater after 2 yrs #NoTimeToDie https://t.co/i0E76PhZM1	R	P
"Send in your 5 minute NTTD audio reviews to thejamesbondcomplex@gmail.com
Come one, come all!
#JamesBond… https://t.co/2Gs9WNviPv"	F	-
"Read some of #NoTimeToDie reviews. Some are good, some are bad. This 1, is up there with the best. easily top 5. Do… https://t.co/pLE82oGdPy"	R	P
Our #eCommerceKAKI gang will be watching #jamesbond's #notimetodie tmr. Thanks to @photobookww  and #famsymall for… https://t.co/7mSpopg74a	O	-
"With #NoTimeToDie on VOD, I may rewatch and update my story on Easter eggs for 007 fans in the movie. I've already… https://t.co/8kPbngnmaV"	R	P
"#Oscars2022 Best Original Song nomination predictions as of 11/23/2021:

Be Alive
Dos Oruguitas
Down to Joy
Just Lo… https://t.co/ROf7N4LYKS"	O	P
I really think someone should have told me that Bond died in #NoTimeToDie	R	N
"Just finished #NoTimeToDie w/o spoilers, bold choices were made. Its a fitting end to the Craig era. Personally I’m… https://t.co/CGYRayWGWe"	R	P
"Check out OK magazine October 25, 2021 - Kim Kardashian &amp; more - brand new, free shipping!  https://t.co/SetmeHQijR… https://t.co/z1KjkpmUMj"	O	-
New Bond is 💯. Gonna miss Daniel Craig. #jamesbond #NoTimeToDie #DanielCraig https://t.co/i2fo9K55Cx	R	P
#JamesBond is he really gone? #NoTimeToDie #DanielCraig #howcanthisbe	R	-
"#NoTimeToDie - Decoding the Pluses and Minuses podcast is out!   See if you agree or disgree with us!
One listener:… https://t.co/T3JfNCF4sN"	F	-
"#phillipofficialnews I did say I would Guys &amp; followers, This is proof now, that I've only just rented #NoTimeToDie… https://t.co/NdZOlTfymS"	O	-
No Time To Die https://t.co/2fH8m2k30O #NoTimeToDie	O	-
"Tonight's movie was Star Trek 2:The Wrath Of Khan
Got to Spock's funeral and suddenly realised why I might have sub… https://t.co/5DHfaffoVn"	O	-
"Latest #boxoffice update for top grossing domestic hits during this pandemic thru MON:

$224.5M #ShangChi
$206.8M… https://t.co/dHSZoOOsDL"	B	P
Tune in to Film Fight Club @FilmFightClubAu tonight 730 @2ser - we've got all the time in the world for No Time to… https://t.co/dY4evuvBk6	O	-
Second #NoTimeToDie viewing. https://t.co/ivnCMTYkxg	R	P
"🇺🇸TAQUILLA LUNES🇺🇸

1️⃣ #GhostbustersAfterlife $3,85M (47,9M)
2️⃣ #Eternals $1,47M (137,6M)
3️⃣ #Clifford $1,13M (3… https://t.co/feQ7Wzrynb"	O	-
"License to kill. History of violence. I could be speaking to my own reflection
Bond collection of 50 NFT tshirts… https://t.co/0lAPNVOBe0"	O	-
"Just watched #NoTimeToDie for only the second time. Loved it. Yes, it has flaws. But, my God, Daniel Craig is pheno… https://t.co/0BpNTVHpEw"	R	P
#NoTimeToDie ended up being pretty good. like 30 minutes too long. Ana De Armas was in far too little. I cried at t… https://t.co/7rDJmoV4SQ	R	P
How did James Bond Make a Toyota Land cruiser Prado look cooler than a Range Rover...? #NoTimeToDie https://t.co/LB1fQdEGcO	A	P
Seriously considering doing a YouTube review of #NoTimeToDie . Only thing holding me back is that it would be reall… https://t.co/a068o3r9Eu	R	N
"A happy ending, with his wife and daughter, either way I loved watching it with my dad and we both thought it was a… https://t.co/5c4eNdnLEo"	R	P
"#NoTimeToDie : ten out of ten movie, perfectly made and perfectly put the James Bond feel into the film, my one cri… https://t.co/6INyd04tDG"	R	P
“I’ll Be Right Back” has some serious Dark Knight vibes. Zimmer sure likes using certain motifs over and over. #music #NoTimeToDie	O	-
I watched #NoTimeToDie today. I loved it. Last time Daniel Craig plays bond and I hope they don't go back to a chee… https://t.co/oCtoushNsU	R	P
I love Hans Zimmer’s score for #NoTimeToDie	A	P
"Movies to make me cry this year:
#KingRichard 
#NoTimeToDie 
#AQuietPlace2 
#Luca
#FreeGuy"	R	P
🎬 No Time To Die (2021) / dir. Cary Joji Fukunaga #NoTimeToDie https://t.co/7woRROES3J	O	-
"#Bales2021FilmChallenge 
23 Nov: Espresso in a movie

Live and Let Die (1973)
""No, Mr Bond. It's time to make coffe… https://t.co/xH5qeE3SVN"	O	-
"@ellardent The still have pvod3sales to come in, the DVD purchases and cable/network/streaming license fees.… https://t.co/VH9ABGerp1"	O	-
@007 #NoTimeToDie is full of incredible scenes. Impossible to choose 🙂	R	P
"#NoTimeToDie Dear Mr Bond (Craig), I have just seen your last film and it was literally no time to die.
As the best… https://t.co/mIqK6rhzv9"	A	P
"Audiences ain’t afraid of no nostalgia bait, King Richard hits the net, and Other News, in our weekly BOX OFFICE RE… https://t.co/37guWxhh1l"	B	-
"Holy #Thanksgiving #6
#NoTimeToDie is not satisfied in dominating all PVOD sales for 2 weeks in a row. On its 7th M… https://t.co/Xj0BgTYRZr"	O	-
"@rider_coattail @EPIKFAILSdotcom @CastersAssemble @ComicZombie2 It's worse than it looks too, because we spent 5 ho… https://t.co/vVLrBKFTnN"	O	-
"No Time To Die grossed $412K on Monday (from 2,407 locations).  Total gross stands at $155.16M.

#NoTimeToDie  #BoxOffice  @mgmstudios  @007"	B	P
"Picked up a few #JamesBond followers since #NoTimeToDie came out, so I thought I’d share some of my collection. Hav… https://t.co/fM59uR9D0t"	F	-
No Time to Die rehearsals before tomorrow night's winter show. So nice to be able to go and watch eldest perform ag… https://t.co/MC5yN4pUa0	O	-
The 12 highest-grossing movies of 2021 at the worldwide box office #notimetodie https://t.co/qMyznO92tb	B	P
#JamesBond #Bondfilm #Bond25 #NoTimeToDie #BondJamesBond #movie #cinema #behindthescenes #filmproduction #filmcrew… https://t.co/DGqjAup1w1	O	-
"“It may have taken 25 films, but No Time To Die finally showed some progress in empowering women.” — @TheBurdzNest… https://t.co/9jamRLgEC7"	R	P
#NoTimeToDie passed #Fast9 as the biggest Hollywood release this year. But two Chinese movies have made more at the… https://t.co/MvsHl4BxPM	B	P
Dammnnn thiss movie😩😩😩 Probably Best #JamesBond  Movie❤️😩 #DanielCraig 🙇‍♂️🙇‍♂️take a bow🙇‍♂️  and #Ramimalek 🫂🫂… https://t.co/bE3NS8BB24	R	P
The deets are here for #JamesBond #NoTimetoDie #homevideo release! One highlight is a #retrospective. Want to know… https://t.co/l3lFOB88au	O	-
#NoTimeToDie to lose money despite taking $730m at the box office https://t.co/WefNo5G4wO	B	N
"@TheSpyCommand Fingers crossed 😉. #NoTimeToDie comes at perfect moment on Academy voters plates I think. It was, re… https://t.co/SLxEJSuCp1"	O	-
Ana de Armas is beautiful ❤️ #mourirpeutattendre #NoTimeToDie https://t.co/JccBG9pgLR	A	P
No Time To Die https://t.co/iMlXqS3bsA #NoTimeToDie	O	-
I agree Bill. It still could be the 5th ORIGINAL SCORE nomination on a TOP 5 Academy scorecard. But I think… https://t.co/olOhGMyFcn	O	-
New episode of the #3FNpod is out now! This week we #Review #GhostbustersAfterlife &amp; discuss #SpiderManNoWayHome… https://t.co/RA7YtWS7H5	F	-
"@CorneelVf Although the score for us Bond fans for #NoTimeToDie was a feast for our ears, Hans Zimmer perhaps even… https://t.co/gBZub28QFC"	O	-
"@DugganCinemas 

Doors open at 6:15pm

6:45PM. #NoTimeToDie - PG
6:50PM #Eternals - PG
7PM #CliffordTheBigRedDog -… https://t.co/2Gtpd0om1W"	O	-
"@HUBCITYMILLER Was thinking about doing a #NoTimeToDie outfits World Cup.

There’s loads of quality outfits on offer"	O	-
"I know we still have #SpiderManNowWayHome still on deck, but my film rankings for 2021 so far-

#NoTimeToDie A-… https://t.co/jQNXTj7BKD"	C	-
"James &amp; Vesper. ""Forgive me"". ❤️ 
#jamesbond #notimetodie #casinoroyale #danielcraig #evagreen #007… https://t.co/QgQmkGDvOc"	O	-
The 25th #JamesBond film  (27th if you count 2 'unofficial' ones) #NoTimeToDie is on course to receive 4 Oscar nomi… https://t.co/1uinOL2kmK	R	P
I've watched #NoTimeToDie three times now and have seen the ending four times. Still kind of blows my mind.	R	P
The opening 10 minutes of #NoTimeToDie are maaaaaaaaaad! Wish I saw it at the cinema	R	P
@007 Believe it or not the end of the movie Madeleine telling her story to her daughter about man called #jamesbond… https://t.co/SbllDIrqaW	R	P
Going to see #NoTimeToDie at the movies. My first Bond movie without my dad there. My dad was a Bond fan since Sean… https://t.co/FXvpsCYjDz	R	P
I’m still mad at how they Whorf’d Ernst Stavro Blofeld in #NoTimeToDie	R	N
"Big #NoTimeToDie spoilers but this edit is a bit brilliant, isn't it? https://t.co/TkpZEQ3xsj"	R	P
James Bond's 'No Time To Die' has officially become the highest-grossing Hollywood film at the international box of… https://t.co/chIuFRbIRl	B	P
Time for #NoTimeToDie	O	-
"Video of Drawing Process for Daniel Craig Drawing. 😎🎨
Strathmore Paper using various pencils. A4 in size.
#art… https://t.co/tZW32aeDH4"	F	-
Wow. I did not expect that ending to #NoTimeToDie. What will they do next?!	R	-
@TresBondPod just finished the #NoTimeToDie episode. Loved both the film and the episode. Thank you for this. Looki… https://t.co/km5ppbj9jt	F	
Watched yer #NoTimeToDie gimmick and wasn't that impressed. Not for the VL reasons that get bandied about either. A… https://t.co/jqCfBkGlBF	R	N
"@screenrant Well, it goes to show that, right now, you just can't win. I am sure they are thrilled with the world's… https://t.co/VzEMoibF4W"	R	P
"Hans Zimmer gets a #GRAMMYs nomination for Dune, and not for #NoTimeToDie. I haven't even seen Dune (yet), or liste… https://t.co/dXy1KRcsY7"	A	N
"No NO TIME TO DIE Best Score nod for Zimmer at the Grammys?! The DUNE score is okay, but also 3 hours of industrial… https://t.co/V7P09uRPh0"	R	P
"For those not in the know, this is a chase sequence from #NoTimeToDie but re-scored with the #disco-era soundtrack… https://t.co/xhcC3kfBVU"	O	-
The World Is Not Enough - Down the Bunker by David Arnold #NoTimeToDie https://t.co/DnsbxidtTZ	O	-
Wll no-one prepared me for THAT. #NoTimeToDie https://t.co/ZW2VJmOYUR	R	P
SEEING #NoTimeToDie RN https://t.co/7mXfsViv4B	O	-
"I personally was a big fan of Daniel Craig style is #NoTimeToDie 

He might be the best dressed #JamesBond 🍸🇬🇧🔥🔥🔥 https://t.co/b1GeIs7e0S"	A	P
I’m not shocked that #NoTimeToDie got nominated. It is a gorgeous song.	O	P
"#NoTimeToDie is officially the highest-grossing movie of the pandemic era 😎

...but it might still lose the studio… https://t.co/N85vIK154u"	B	P
Bill Conti does #NoTimeToDie 🐮🔔 https://t.co/BVfmqcHAP6	A	-
"It will end its global theatrical run with 750M+ in spite of the pandemic and an older target audience, still wary… https://t.co/Que9oFjRCb"	B	P
#NoTimeToDie FUCK YOU. WHAT THE FUCK HAVE YOU DONE TO ME ????? #JAMESBOND	R	N
#NoTimeToDie grabeha jud aning James Bond oi	O	-
"#JamesBond ? #NoTimeToDie ?

What the f*ck was that sh*te about?

That's 2 hours I'm not getting back. 

Talk about… https://t.co/mDCMEC6v4Q"	R	N
"No Time to Die (2021) - Read 185 Movie Reviews 
Link: https://t.co/4qq2nIqN3L 
#NoTimeToDie #MovieReviews"	R	-
"Bing-watching Daniel Craig’s Bond films before I get to #NoTimeToDie

Skyfall may be the best Bond film ever. https://t.co/E4xtaB6EcV"	C	-
NO TIME TO DIE is Now the Highest-Earning Studio Title of 2020 and 2021 at the Global Box Office #JamesBond #007… https://t.co/2jbZkmr8k9	B	-
A fitting end to James Bond. Probably the best Bond movie in years. Looking forward to a female character as the ne… https://t.co/tVOw0zUufs	R	P
"Final Results from the #NoTimeToDie rankings poll. Lots of positivity here, its great to see! #JamesBond… https://t.co/6Hbn7ZgiJ8"	R	P
"Finally watched #NoTimeToDie , yet another spectacular performance by Daniel Craig, the best Bond I have seen.  Tha… https://t.co/ufNCJy2wUc"	R	P
"I only see Eliot( Mr. ROBOT) in everything that Rami Malik does, either he's still under character-lock or that's a… https://t.co/iBdaavxm5D"	A	-
An audience with #Adele... the #TechFest way! Our #keynote speaker has been revealed - the talented #BAFTA-winning… https://t.co/5I2s1iELzm	O	-
Mr bond time! #JamesBond #NoTimeToDie	O	-
"What is your favourite scene from a movie this year? 

EASILY 007. #JamesBond #NoTimeToDie https://t.co/mRJEoFgwLI https://t.co/XcYVP2mpz7"	C	P
"007 No Time To DieよりFinal Ascent
#DTM #DTMerと繋がりたい #DTMer 
#NoTimeToDie https://t.co/FeIPrU2OxH"	F	P
The opening of #NoTimeToDie is the #JamesBond horror movie i never knew i needed. https://t.co/dTp4zLALpP	R	P
"Would it be too much to ask to see Ana De Armas take a central role in the next Bond film? Seriously, her 5 or so m… https://t.co/bsl0FCUSBE"	A	-
"You were my life, but life is far away from fair... #Notimetodie"	O	-
"I hope #NextJamesBond could be @EdWestwick or @JasperPaakkonen 

Don't make any boring obvious choices. #JamesBond #NoTimetoDie"	A	-
No Time to Die was so magnificent!  Up there with Skyfall. What a beautiful way to end Daniel Craig's Bond legacy.… https://t.co/3wKeS1hj5V	R	P
"NEW EPISODE!! On the latest #BondAndBanter podcast, I speak to “The Havelocks” shortly after their tragic deaths. A… https://t.co/PwRUbQwhIn"	F	-
"China is 5th market to get a new All Time Grosser since CoVID outbreak.

Japan - Demon Slayer: Mugen Train
Vietnam… https://t.co/kIGdlFL9JK"	B	-
"James Bond studio hits back at reports that #NoTimeToDie is losing money:

https://t.co/j90UcYn2vF https://t.co/AcT58lFXi2"	B	N
"Prior to #NoTimeToDie, do women serve as 00 agents?

In Thunderball, Moneypenny comments that ""every 00 man has bee… https://t.co/49G0s07EY7"	O	-
"For those assuming #NoTimeToDie requires one billion USD in order to break even or be profitable, never forget… https://t.co/uPQuqQFXJh"	B	-
Tonight is definitely #NoTimeToDie https://t.co/NzfPOHsGiZ	O	-
@LauraBabcock Because it’s Daniel Craig 😜 #NoTimeToDie	A	-
"No, Time to Die 
We've got Film Fight Club @FilmFightClubAu planned until the end of the year so save those fight s… https://t.co/WNB1jJh2LN"	O	-
Don't miss this brilliant behind-the-scenes look into our team's #VFX on #NoTimeToDie!💥 https://t.co/Lm6pYM1i1e	O	-
'How Norway became cinema's hottest property' - @andreabusfield writes in @thesundaytimes on Norway's starring role… https://t.co/5qxx1uGxIP	O	-
"@springhousese If you want to be on the bridge and the Place where 007 landed, see our VR 360 degree video of this… https://t.co/Odv7oSj4ry"	F	-
#Smallpox epidemic prevented from becoming pandemic in 1972 - well worth a listen if you’ve seen #NoTimetoDie @007… https://t.co/B4kTvoJUyC	O	-
To all the Americans who are worried that they'll have #SpiderManNoWayHome spoilt because it's out here in the UK 2… https://t.co/vn0U2gbCKG	C	-
"“Magnificent ★★★★★” – The Times. Watch #NoTimeToDie Now!!!

Link in bio 
.
.
#007jamesbond #wednesdaymood… https://t.co/ldkkiVcN7N"	R	P
"The latest James Bond film, #NoTimeToDie, will leave cinemas some $100m in the red, according to Hollywood estimate… https://t.co/NdNHu74rEU"	B	N
"So that’s how Danie Craig goes out???

#NoTimeToDie"	R	N
"TUESDAY'S TOP 5 FILMS FOR THE UK &amp; IRELAND:

1 - #Ghostbusters: Afterlife  
2 - #NoTimeToDie 
3 - #Eternals  
4 - #Dune 
5 - #KingRichard"	C	-
"My comments for the movie #NoTimeToDie 
Goodbye Mr Craig, you will be missed...
And helloooo new @007 ! https://t.co/TmSU7csnuy"	A	P
With #NoTimeToDie director Cary Joji Fukunaga has made a movie that understands that #Bond movies weren’t cool beca… https://t.co/dovx2T0ZY6	F	P
"In No Time To Die, Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-live… https://t.co/hGdzRUDELY"	F	-
We have a #rare #fa sitting below retail 🥸 do as you wish with this info. Floors will be swept before you blink #veve #007 #NoTimeToDie	O	-
Legendary British actor #IdrisElba is reportedly in early talks to join the 007 franchise in time for the next film… https://t.co/OQvULUequ0	A	-
"Our No Time To Die review is now available, exclusively on Patreon!

#NoTimeToDie #JamesBond #podcasts 
https://t.co/k45GLieQNm"	R	-
"Admit it, you jumped at this bit...
#NoTimeToDie https://t.co/ZHlBz7pEhF"	O	-
Been a long time coming but so excited to finally see this weekend #NoTimeToDie #007 #JamesBond	O	-
